ItemID,FeatureID,Value
14,2,1.0000
14,3,1.0000
14,4,1.0000
14,6,1.0000
14,8,1.0000
14,9,1.0000
14,10,1.0000
14,24,1.0000
14,43,1.0000
14,84,1.0000
14,87,1.0000
14,119,1.0000
14,137,1.0000
14,141,1.0000
14,214,1.0000
14,349,1.0000
14,392,1.0000
15,0,1.0000
15,1,1.0000
15,2,1.0000
15,3,1.0000
15,8,1.0000
15,11,1.0000
15,14,1.0000
15,26,1.0000
15,59,1.0000
15,80,1.0000
15,233,1.0000
15,234,1.0000
15,244,1.0000
15,339,3.0000
16,0,1.0000
16,1,1.0000
16,2,1.0000
16,3,1.0000
16,8,1.0000
16,11,1.0000
16,14,1.0000
16,21,1.0000
16,26,1.0000
17,0,1.0000
17,1,1.0000
17,2,1.0000
17,3,1.0000
17,9,1.0000
17,11,1.0000
17,16,1.0000
17,17,1.0000
17,24,1.0000
17,210,1.0000
17,303,1.0000
18,0,1.0000
18,1,1.0000
18,2,1.0000
18,3,1.0000
18,8,1.0000
18,9,1.0000
18,10,1.0000
18,11,1.0000
18,13,1.0000
18,18,1.0000
18,21,1.0000
18,24,1.0000
18,84,1.0000
18,89,1.0000
18,175,1.0000
18,204,1.0000
18,214,1.0000
18,234,1.0000
18,370,1.0000
18,395,1.0000
19,0,1.0000
19,1,1.0000
19,2,1.0000
19,3,1.0000
19,9,1.0000
19,11,1.0000
19,16,1.0000
19,17,1.0000
19,24,1.0000
19,190,1.0000
19,303,1.0000
19,321,1.0000
19,356,1.0000
19,397,1.0000
20,0,1.0000
20,1,1.0000
20,2,1.0000
20,3,1.0000
20,11,1.0000
20,14,1.0000
20,17,1.0000
20,87,1.0000
20,122,1.0000
20,157,1.0000
20,161,1.0000
20,179,1.0000
20,218,1.0000
20,239,1.0000
21,0,1.0000
21,1,1.0000
21,2,1.0000
21,3,1.0000
21,8,1.0000
21,10,1.0000
21,11,1.0000
21,18,1.0000
21,24,1.0000
21,84,1.0000
21,89,1.0000
21,175,1.0000
21,204,1.0000
21,214,1.0000
21,234,1.0000
21,370,1.0000
22,0,1.0000
22,1,1.0000
22,2,1.0000
22,3,1.0000
22,4,1.0000
22,7,1.0000
23,0,1.0000
23,1,1.0000
23,2,1.0000
23,3,1.0000
23,4,1.0000
23,7,1.0000
23,85,1.0000
23,144,1.0000
23,178,1.0000
23,276,1.0000
23,355,1.0000
24,0,1.0000
24,1,1.0000
24,2,1.0000
24,3,1.0000
24,8,1.0000
24,11,1.0000
24,17,1.0000
24,38,1.0000
24,45,1.0000
24,194,1.0000
24,208,1.0000
24,243,1.0000
24,386,1.0000
25,0,1.0000
25,1,1.0000
25,2,1.0000
25,3,1.0000
25,4,1.0000
25,13,1.0000
25,20,1.0000
25,40,1.0000
25,41,1.0000
25,80,1.0000
25,83,1.0000
25,91,1.0000
25,318,1.0000
26,0,1.0000
26,1,1.0000
26,2,1.0000
26,3,1.0000
26,4,1.0000
26,247,1.0000
27,0,1.0000
27,1,1.0000
27,2,1.0000
27,3,1.0000
27,5,1.0000
27,50,1.0000
27,117,1.0000
27,315,1.0000
28,0,1.0000
28,1,1.0000
28,2,1.0000
28,3,1.0000
28,4,1.0000
28,7,1.0000
28,54,1.0000
28,146,1.0000
29,0,1.0000
29,1,1.0000
29,2,1.0000
29,3,1.0000
29,6,1.0000
29,13,1.0000
29,14,1.0000
29,18,1.0000
29,27,1.0000
29,107,1.0000
29,152,1.0000
29,280,1.0000
29,287,1.0000
29,315,2.0000
30,0,1.0000
30,4,1.0000
30,5,1.0000
30,7,1.0000
30,15,1.0000
30,19,1.0000
30,25,1.0000
30,37,1.0000
30,53,1.0000
30,63,1.0000
31,0,1.0000
31,1,1.0000
31,2,1.0000
31,3,1.0000
31,5,1.0000
31,7,1.0000
31,24,1.0000
31,269,1.0000
32,0,1.0000
32,1,1.0000
32,2,1.0000
32,3,1.0000
32,4,1.0000
32,6,1.0000
32,46,1.0000
32,87,1.0000
32,236,1.0000
32,275,1.0000
33,0,1.0000
33,1,1.0000
33,2,1.0000
33,3,1.0000
33,5,1.0000
33,13,1.0000
33,54,1.0000
33,147,1.0000
33,252,1.0000
34,0,1.0000
34,1,1.0000
34,2,1.0000
34,3,1.0000
34,8,1.0000
34,11,1.0000
34,14,1.0000
34,33,1.0000
34,99,1.0000
34,227,1.0000
34,326,1.0000
34,383,1.0000
35,0,1.0000
35,1,1.0000
35,2,1.0000
35,3,1.0000
35,4,1.0000
35,5,1.0000
35,7,1.0000
35,112,1.0000
35,272,1.0000
35,312,1.0000
35,328,1.0000
36,0,1.0000
36,1,1.0000
36,2,1.0000
36,3,1.0000
36,8,1.0000
36,10,1.0000
36,11,1.0000
36,33,1.0000
36,202,1.0000
36,290,1.0000
37,0,1.0000
37,1,1.0000
37,2,1.0000
37,3,1.0000
37,5,1.0000
37,7,1.0000
37,33,1.0000
37,87,1.0000
37,182,1.0000
37,307,1.0000
38,0,1.0000
38,1,1.0000
38,2,1.0000
38,3,1.0000
38,4,1.0000
38,6,1.0000
38,10,1.0000
38,18,1.0000
38,19,1.0000
38,26,1.0000
38,87,1.0000
39,0,1.0000
39,1,1.0000
39,2,1.0000
39,3,1.0000
39,6,1.0000
39,8,1.0000
39,11,1.0000
39,13,1.0000
39,26,1.0000
39,79,1.0000
39,113,1.0000
39,332,2.0000
40,0,1.0000
40,1,1.0000
40,2,1.0000
40,3,1.0000
40,4,1.0000
40,6,1.0000
40,10,1.0000
40,40,1.0000
40,133,1.0000
40,208,1.0000
41,0,1.0000
41,1,1.0000
41,2,1.0000
41,3,1.0000
41,8,1.0000
41,11,1.0000
41,14,1.0000
41,33,1.0000
41,328,1.0000
41,378,1.0000
42,0,1.0000
42,1,1.0000
42,2,1.0000
42,3,1.0000
42,4,1.0000
42,6,1.0000
42,8,1.0000
42,18,1.0000
42,24,1.0000
42,29,1.0000
42,117,1.0000
42,187,1.0000
42,329,1.0000
43,0,1.0000
43,1,1.0000
43,2,1.0000
43,3,1.0000
43,5,1.0000
43,7,1.0000
43,14,1.0000
43,17,1.0000
43,27,1.0000
43,155,1.0000
43,215,1.0000
44,0,1.0000
44,1,1.0000
44,2,1.0000
44,3,1.0000
44,8,1.0000
44,11,1.0000
44,14,1.0000
44,33,1.0000
44,99,1.0000
44,326,1.0000
44,383,1.0000
45,0,1.0000
45,1,1.0000
45,4,1.0000
45,8,1.0000
45,11,1.0000
45,13,1.0000
45,20,1.0000
45,21,1.0000
45,31,1.0000
45,36,1.0000
45,46,1.0000
45,51,1.0000
46,0,1.0000
46,1,1.0000
46,2,1.0000
46,3,1.0000
46,6,1.0000
46,8,1.0000
46,11,1.0000
46,14,1.0000
46,26,1.0000
46,78,1.0000
47,0,1.0000
47,1,1.0000
47,2,1.0000
47,3,1.0000
47,4,1.0000
47,7,1.0000
47,9,1.0000
47,21,1.0000
47,31,1.0000
47,34,1.0000
47,77,1.0000
48,0,1.0000
48,1,1.0000
48,2,1.0000
48,3,1.0000
48,6,1.0000
48,8,1.0000
48,10,1.0000
48,50,1.0000
48,120,1.0000
48,146,1.0000
48,153,1.0000
48,178,1.0000
48,301,1.0000
48,324,1.0000
49,0,1.0000
49,1,1.0000
49,2,1.0000
49,3,1.0000
49,11,1.0000
49,14,1.0000
49,19,1.0000
49,27,1.0000
49,80,1.0000
49,93,1.0000
49,99,1.0000
49,134,1.0000
49,195,1.0000
49,205,1.0000
49,281,1.0000
49,325,1.0000
49,378,1.0000
50,0,1.0000
50,1,1.0000
50,2,1.0000
50,3,1.0000
50,4,1.0000
50,5,1.0000
50,16,1.0000
50,33,1.0000
50,147,2.0000
50,195,1.0000
50,205,1.0000
50,208,1.0000
50,239,1.0000
50,380,1.0000
51,0,1.0000
51,1,1.0000
51,2,1.0000
51,3,1.0000
51,4,1.0000
51,20,1.0000
51,27,1.0000
51,31,1.0000
51,36,1.0000
51,64,1.0000
51,93,2.0000
51,99,1.0000
51,115,1.0000
51,134,1.0000
51,149,1.0000
51,295,1.0000
51,308,1.0000
51,325,1.0000
52,0,1.0000
52,1,1.0000
52,2,1.0000
52,3,1.0000
52,6,1.0000
52,15,1.0000
52,18,1.0000
52,47,1.0000
52,55,1.0000
52,78,1.0000
52,354,1.0000
52,388,1.0000
53,0,1.0000
53,1,1.0000
53,2,1.0000
53,3,1.0000
53,11,1.0000
53,14,1.0000
53,16,1.0000
53,17,1.0000
53,27,1.0000
53,93,2.0000
53,99,1.0000
53,129,1.0000
53,134,1.0000
53,260,1.0000
53,281,1.0000
54,0,1.0000
54,1,1.0000
54,2,1.0000
54,3,1.0000
54,5,1.0000
54,11,1.0000
54,14,1.0000
54,16,1.0000
54,27,1.0000
54,93,1.0000
54,117,1.0000
54,129,1.0000
54,134,1.0000
54,260,1.0000
54,263,1.0000
54,271,1.0000
54,281,1.0000
55,0,1.0000
55,1,1.0000
55,2,1.0000
55,3,1.0000
55,4,1.0000
55,6,1.0000
55,7,1.0000
55,12,1.0000
55,18,1.0000
55,26,1.0000
55,325,1.0000
55,354,1.0000
56,0,1.0000
56,1,1.0000
56,2,1.0000
56,3,1.0000
56,4,1.0000
56,5,1.0000
56,50,1.0000
57,0,1.0000
57,1,1.0000
57,2,1.0000
57,3,1.0000
57,5,1.0000
57,57,1.0000
58,0,1.0000
58,1,1.0000
58,2,1.0000
58,3,1.0000
58,5,1.0000
58,8,1.0000
58,50,1.0000
58,398,1.0000
59,0,1.0000
59,1,1.0000
59,2,1.0000
59,3,1.0000
59,5,1.0000
59,7,1.0000
59,11,1.0000
59,16,1.0000
59,17,1.0000
59,195,1.0000
59,205,1.0000
59,246,1.0000
60,0,1.0000
60,1,1.0000
60,2,1.0000
60,3,1.0000
60,4,1.0000
60,6,1.0000
60,8,1.0000
60,10,1.0000
60,18,1.0000
60,24,1.0000
60,90,1.0000
60,132,1.0000
60,198,1.0000
61,0,1.0000
61,1,1.0000
61,2,1.0000
61,3,1.0000
61,5,1.0000
61,8,1.0000
61,55,1.0000
62,0,1.0000
62,1,1.0000
62,2,1.0000
62,3,1.0000
62,4,1.0000
62,6,1.0000
62,8,1.0000
62,18,1.0000
62,24,1.0000
62,165,1.0000
62,175,1.0000
62,344,1.0000
62,357,1.0000
62,370,1.0000
63,0,1.0000
63,1,1.0000
63,2,1.0000
63,3,1.0000
63,4,1.0000
63,6,1.0000
63,10,1.0000
63,18,1.0000
63,24,1.0000
63,78,1.0000
63,90,1.0000
63,132,1.0000
63,169,1.0000
63,292,1.0000
63,366,1.0000
64,0,1.0000
64,1,1.0000
64,2,1.0000
64,3,1.0000
64,6,1.0000
64,12,1.0000
64,18,1.0000
64,46,1.0000
64,85,1.0000
64,138,1.0000
64,372,1.0000
65,0,1.0000
65,1,1.0000
65,2,1.0000
65,3,1.0000
65,4,1.0000
65,6,1.0000
65,12,1.0000
65,13,1.0000
65,18,1.0000
65,19,1.0000
65,20,1.0000
65,21,1.0000
65,24,1.0000
65,25,1.0000
65,43,1.0000
65,87,1.0000
65,90,1.0000
65,132,1.0000
65,268,1.0000
65,290,1.0000
66,0,1.0000
66,1,1.0000
66,2,1.0000
66,3,1.0000
66,5,1.0000
66,9,1.0000
66,10,1.0000
66,19,1.0000
66,20,1.0000
66,115,1.0000
66,118,1.0000
66,120,1.0000
66,123,1.0000
66,143,1.0000
66,156,1.0000
66,165,1.0000
66,185,1.0000
66,192,1.0000
66,203,1.0000
66,233,1.0000
66,338,1.0000
66,348,1.0000
66,360,1.0000
67,0,1.0000
67,1,1.0000
67,2,1.0000
67,3,1.0000
67,6,1.0000
67,14,1.0000
67,18,1.0000
67,29,1.0000
67,33,1.0000
68,0,1.0000
68,1,1.0000
68,2,1.0000
68,3,1.0000
68,5,1.0000
68,16,1.0000
68,17,1.0000
68,33,1.0000
68,200,1.0000
68,312,1.0000
68,319,1.0000
69,0,1.0000
69,1,1.0000
69,2,1.0000
69,3,1.0000
69,4,1.0000
69,6,1.0000
69,10,1.0000
69,20,1.0000
69,25,1.0000
69,26,1.0000
69,37,1.0000
69,72,1.0000
69,195,1.0000
69,205,1.0000
69,242,3.0000
70,0,1.0000
70,1,1.0000
70,2,1.0000
70,3,1.0000
70,6,1.0000
70,12,1.0000
70,18,1.0000
70,40,1.0000
70,346,1.0000
70,372,1.0000
70,382,1.0000
71,0,1.0000
71,1,1.0000
71,2,1.0000
71,3,1.0000
71,5,1.0000
71,11,1.0000
71,16,1.0000
71,22,1.0000
71,48,1.0000
71,183,1.0000
71,201,2.0000
71,292,1.0000
71,387,1.0000
72,0,1.0000
72,1,1.0000
72,2,1.0000
72,3,1.0000
72,7,1.0000
72,27,1.0000
72,31,1.0000
72,57,1.0000
72,83,1.0000
72,91,1.0000
72,226,1.0000
72,310,1.0000
72,369,1.0000
73,0,1.0000
73,1,1.0000
73,2,1.0000
73,3,1.0000
73,4,1.0000
73,83,1.0000
73,91,1.0000
73,224,1.0000
73,227,1.0000
73,313,1.0000
74,0,1.0000
74,1,1.0000
74,2,1.0000
74,3,1.0000
74,4,1.0000
74,6,1.0000
74,7,1.0000
74,13,1.0000
74,40,1.0000
74,372,1.0000
75,0,1.0000
75,1,1.0000
75,2,1.0000
75,3,1.0000
75,4,1.0000
75,5,1.0000
75,7,1.0000
75,155,1.0000
75,182,1.0000
75,262,1.0000
75,288,1.0000
76,0,1.0000
76,1,1.0000
76,2,1.0000
76,3,1.0000
76,5,1.0000
76,10,1.0000
76,11,1.0000
76,14,1.0000
76,20,1.0000
76,45,1.0000
76,179,1.0000
76,322,1.0000
76,324,1.0000
77,0,1.0000
77,1,1.0000
77,4,1.0000
77,6,1.0000
77,8,1.0000
77,20,1.0000
77,21,1.0000
77,32,1.0000
77,51,1.0000
78,0,1.0000
78,1,1.0000
78,2,1.0000
78,3,1.0000
78,4,1.0000
78,5,1.0000
78,25,1.0000
78,40,1.0000
78,120,1.0000
78,240,3.0000
79,0,1.0000
79,1,1.0000
79,2,1.0000
79,3,1.0000
79,5,1.0000
79,7,1.0000
79,27,1.0000
79,144,1.0000
79,251,1.0000
80,0,1.0000
80,1,1.0000
80,2,1.0000
80,3,1.0000
80,12,1.0000
80,18,1.0000
81,0,1.0000
81,1,1.0000
81,2,1.0000
81,3,1.0000
81,4,1.0000
81,9,1.0000
81,18,1.0000
81,24,1.0000
81,166,1.0000
81,259,1.0000
81,332,1.0000
82,0,1.0000
82,1,1.0000
82,2,1.0000
82,3,1.0000
82,5,1.0000
82,17,1.0000
82,46,1.0000
82,151,1.0000
82,212,2.0000
82,231,1.0000
82,248,1.0000
83,0,1.0000
83,1,1.0000
83,2,1.0000
83,3,1.0000
83,4,1.0000
83,7,1.0000
83,10,1.0000
83,38,1.0000
83,380,2.0000
84,0,1.0000
84,1,1.0000
84,2,1.0000
84,3,1.0000
84,5,1.0000
84,7,1.0000
84,9,1.0000
84,10,1.0000
84,24,1.0000
84,133,1.0000
84,329,1.0000
85,0,1.0000
85,1,1.0000
85,2,1.0000
85,3,1.0000
85,4,1.0000
85,6,1.0000
85,7,1.0000
85,15,1.0000
85,18,1.0000
85,75,1.0000
85,88,1.0000
85,90,1.0000
85,113,1.0000
85,132,1.0000
85,312,1.0000
85,328,1.0000
85,383,1.0000
86,0,1.0000
86,1,1.0000
86,2,1.0000
86,3,1.0000
86,4,1.0000
86,6,1.0000
86,10,1.0000
86,18,1.0000
86,26,1.0000
86,29,1.0000
86,333,1.0000
87,0,1.0000
87,1,1.0000
87,2,1.0000
87,3,1.0000
87,5,1.0000
87,10,1.0000
87,16,1.0000
87,17,1.0000
87,22,1.0000
87,50,1.0000
87,93,1.0000
87,117,1.0000
87,134,1.0000
87,188,1.0000
87,263,1.0000
87,271,1.0000
87,281,1.0000
88,0,1.0000
88,1,1.0000
88,2,1.0000
88,3,1.0000
88,5,1.0000
88,45,1.0000
89,0,1.0000
89,1,1.0000
89,2,1.0000
89,3,1.0000
89,4,1.0000
89,6,1.0000
89,10,1.0000
89,18,1.0000
89,27,1.0000
89,46,1.0000
89,148,1.0000
89,251,1.0000
89,277,1.0000
89,327,1.0000
90,0,1.0000
90,1,1.0000
90,2,1.0000
90,3,1.0000
90,5,1.0000
90,16,1.0000
90,22,1.0000
90,140,1.0000
90,201,3.0000
90,246,1.0000
90,276,1.0000
90,382,1.0000
90,387,1.0000
91,0,1.0000
91,1,1.0000
91,2,1.0000
91,3,1.0000
91,4,1.0000
91,13,1.0000
91,20,1.0000
91,45,1.0000
91,192,1.0000
91,197,1.0000
91,262,1.0000
91,277,1.0000
91,332,1.0000
91,338,1.0000
91,342,1.0000
92,0,1.0000
92,1,1.0000
92,2,1.0000
92,3,1.0000
92,4,1.0000
92,6,1.0000
92,10,1.0000
92,12,1.0000
92,25,1.0000
92,42,1.0000
92,162,1.0000
92,259,1.0000
93,0,1.0000
93,1,1.0000
93,2,1.0000
93,3,1.0000
93,4,1.0000
93,6,1.0000
93,7,1.0000
93,9,1.0000
93,11,1.0000
93,13,1.0000
93,68,1.0000
93,139,1.0000
94,0,1.0000
94,1,1.0000
94,2,1.0000
94,3,1.0000
94,4,1.0000
94,6,1.0000
94,10,1.0000
94,35,1.0000
94,45,1.0000
94,141,1.0000
94,310,1.0000
95,0,1.0000
95,1,1.0000
95,2,1.0000
95,3,1.0000
95,4,1.0000
95,13,1.0000
95,169,1.0000
95,184,1.0000
95,287,1.0000
95,357,1.0000
96,0,1.0000
96,1,1.0000
96,2,1.0000
96,3,1.0000
96,12,1.0000
96,13,1.0000
96,45,1.0000
96,141,1.0000
96,163,1.0000
97,0,1.0000
97,1,1.0000
97,2,1.0000
97,3,1.0000
97,4,1.0000
97,12,1.0000
97,18,1.0000
97,55,1.0000
97,358,1.0000
98,0,1.0000
98,1,1.0000
98,2,1.0000
98,3,1.0000
98,4,1.0000
98,8,1.0000
98,9,1.0000
98,11,1.0000
98,27,1.0000
98,84,1.0000
98,96,1.0000
98,148,1.0000
98,251,1.0000
98,374,1.0000
99,0,1.0000
99,1,1.0000
99,2,1.0000
99,3,1.0000
99,6,1.0000
99,8,1.0000
99,11,1.0000
99,21,1.0000
99,26,1.0000
99,76,1.0000
99,84,1.0000
99,244,1.0000
99,256,1.0000
99,289,1.0000
99,332,2.0000
99,356,1.0000
100,0,1.0000
100,1,1.0000
100,2,1.0000
100,5,1.0000
100,9,1.0000
100,16,1.0000
100,22,1.0000
100,96,1.0000
100,261,1.0000
100,344,1.0000
101,0,1.0000
101,1,1.0000
101,2,1.0000
101,3,1.0000
101,5,1.0000
101,20,1.0000
101,33,1.0000
101,170,1.0000
102,0,1.0000
102,1,1.0000
102,2,1.0000
102,3,1.0000
102,4,1.0000
102,8,1.0000
102,21,1.0000
102,31,1.0000
102,36,1.0000
102,46,1.0000
102,99,1.0000
102,226,1.0000
102,344,1.0000
102,374,1.0000
103,0,1.0000
103,1,1.0000
103,2,1.0000
103,3,1.0000
103,4,1.0000
103,6,1.0000
103,12,1.0000
103,18,1.0000
103,33,1.0000
103,93,1.0000
103,96,1.0000
103,117,1.0000
103,326,1.0000
104,0,1.0000
104,1,1.0000
104,2,1.0000
104,3,1.0000
104,12,1.0000
104,29,1.0000
104,372,1.0000
105,0,1.0000
105,1,1.0000
105,2,1.0000
105,3,1.0000
105,4,1.0000
105,5,1.0000
105,7,1.0000
105,52,1.0000
105,100,1.0000
106,0,1.0000
106,1,1.0000
106,2,1.0000
106,3,1.0000
106,5,1.0000
106,6,1.0000
106,8,1.0000
106,10,1.0000
106,11,1.0000
106,20,1.0000
106,32,1.0000
106,40,1.0000
106,60,1.0000
106,121,1.0000
106,231,1.0000
107,0,1.0000
107,1,1.0000
107,2,1.0000
107,3,1.0000
107,4,1.0000
107,5,1.0000
107,7,1.0000
107,9,1.0000
107,13,1.0000
107,57,1.0000
107,73,1.0000
107,75,1.0000
107,83,1.0000
107,88,1.0000
107,91,1.0000
107,206,1.0000
107,342,1.0000
107,348,1.0000
108,0,1.0000
108,1,1.0000
108,2,1.0000
108,3,1.0000
108,5,1.0000
108,8,1.0000
108,10,1.0000
108,26,1.0000
108,187,1.0000
109,0,1.0000
109,1,1.0000
109,2,1.0000
109,3,1.0000
109,6,1.0000
109,8,1.0000
109,10,1.0000
109,18,1.0000
109,21,1.0000
109,26,1.0000
109,29,1.0000
109,35,1.0000
109,78,1.0000
109,137,1.0000
109,166,1.0000
110,0,1.0000
110,1,1.0000
110,2,1.0000
110,3,1.0000
110,4,1.0000
110,6,1.0000
110,15,1.0000
110,18,1.0000
110,19,1.0000
110,47,1.0000
111,0,1.0000
111,1,1.0000
111,2,1.0000
111,3,1.0000
111,9,1.0000
111,11,1.0000
111,16,1.0000
111,17,1.0000
111,24,1.0000
111,99,1.0000
111,190,1.0000
111,195,1.0000
111,205,1.0000
111,297,1.0000
112,0,1.0000
112,1,1.0000
112,2,1.0000
112,3,1.0000
112,12,1.0000
112,18,1.0000
112,34,1.0000
112,84,1.0000
112,96,1.0000
112,158,1.0000
112,166,1.0000
113,0,1.0000
113,1,1.0000
113,2,1.0000
113,3,1.0000
113,5,1.0000
113,7,1.0000
113,13,1.0000
113,21,1.0000
113,26,1.0000
113,99,1.0000
113,131,1.0000
113,200,1.0000
113,314,1.0000
113,326,1.0000
113,347,1.0000
113,353,1.0000
114,0,1.0000
114,1,1.0000
114,2,1.0000
114,3,1.0000
114,5,1.0000
114,8,1.0000
114,29,1.0000
114,151,1.0000
114,203,1.0000
114,212,1.0000
114,246,1.0000
115,0,1.0000
115,1,1.0000
115,2,1.0000
115,3,1.0000
115,6,1.0000
115,10,1.0000
115,13,1.0000
115,19,1.0000
115,57,1.0000
115,80,1.0000
115,83,1.0000
115,91,1.0000
115,107,1.0000
115,120,1.0000
115,135,1.0000
115,159,1.0000
115,169,1.0000
115,336,1.0000
116,0,1.0000
116,1,1.0000
116,2,1.0000
116,3,1.0000
116,4,1.0000
116,6,1.0000
116,9,1.0000
116,14,1.0000
116,20,1.0000
116,24,1.0000
116,32,1.0000
116,56,1.0000
116,60,1.0000
116,61,1.0000
116,129,1.0000
116,220,1.0000
116,260,1.0000
116,326,1.0000
117,0,1.0000
117,1,1.0000
117,2,1.0000
117,3,1.0000
117,4,1.0000
117,5,1.0000
117,9,1.0000
117,36,1.0000
117,46,1.0000
117,383,1.0000
118,0,1.0000
118,1,1.0000
118,2,1.0000
118,3,1.0000
118,6,1.0000
118,18,1.0000
118,38,1.0000
118,127,1.0000
118,345,3.0000
119,0,1.0000
119,1,1.0000
119,2,1.0000
119,3,1.0000
119,4,1.0000
119,24,1.0000
119,54,1.0000
119,129,1.0000
119,169,1.0000
119,260,1.0000
119,263,1.0000
119,270,1.0000
119,291,1.0000
119,354,1.0000
120,0,1.0000
120,1,1.0000
120,2,1.0000
120,3,1.0000
120,8,1.0000
120,11,1.0000
120,19,1.0000
120,20,1.0000
120,26,1.0000
120,59,1.0000
120,93,1.0000
120,99,1.0000
120,115,1.0000
120,129,1.0000
120,188,1.0000
120,260,1.0000
120,271,2.0000
120,325,1.0000
120,326,1.0000
120,342,1.0000
121,0,1.0000
121,3,1.0000
121,21,1.0000
121,25,1.0000
121,37,1.0000
121,41,1.0000
121,44,1.0000
121,53,1.0000
121,54,1.0000
121,172,1.0000
121,191,1.0000
122,0,1.0000
122,1,1.0000
122,2,1.0000
122,4,1.0000
122,9,1.0000
122,11,1.0000
122,31,1.0000
122,36,1.0000
122,59,1.0000
122,227,1.0000
122,317,1.0000
123,0,1.0000
123,1,1.0000
123,2,1.0000
123,3,1.0000
123,4,1.0000
123,20,1.0000
123,24,1.0000
123,25,1.0000
123,30,1.0000
123,31,1.0000
123,72,1.0000
123,187,1.0000
124,0,1.0000
124,1,1.0000
124,2,1.0000
124,3,1.0000
124,4,1.0000
124,5,1.0000
124,7,1.0000
124,20,1.0000
124,54,1.0000
124,135,1.0000
124,222,3.0000
124,248,1.0000
124,308,1.0000
124,378,1.0000
125,0,1.0000
125,1,1.0000
125,2,1.0000
125,3,1.0000
125,4,1.0000
125,8,1.0000
125,11,1.0000
125,24,1.0000
125,41,1.0000
125,340,1.0000
126,0,1.0000
126,1,1.0000
126,2,1.0000
126,3,1.0000
126,4,1.0000
126,9,1.0000
126,13,1.0000
126,27,1.0000
126,35,1.0000
126,36,1.0000
126,97,1.0000
126,135,1.0000
126,257,1.0000
127,0,1.0000
127,1,1.0000
127,2,1.0000
127,3,1.0000
127,4,1.0000
127,17,1.0000
127,98,1.0000
127,189,1.0000
127,287,1.0000
127,310,1.0000
127,367,1.0000
127,379,1.0000
127,383,1.0000
128,0,1.0000
128,1,1.0000
128,2,1.0000
128,3,1.0000
128,4,1.0000
128,10,1.0000
128,40,1.0000
129,0,1.0000
129,1,1.0000
129,2,1.0000
129,3,1.0000
129,5,1.0000
129,12,1.0000
129,14,1.0000
130,0,1.0000
130,1,1.0000
130,2,1.0000
130,3,1.0000
130,4,1.0000
130,6,1.0000
130,18,1.0000
130,233,1.0000
130,276,1.0000
130,335,1.0000
130,358,1.0000
130,364,1.0000
